member_id,engagement_score,home_studio_region,gender,age,membership_tenure_months,avg_weekly_classes_last_6_months,num_unique_class_types_attended,auto_renew_enabled,last_attended_30_days_flag,monthly_membership_cost,referral_source,is_churned,studio_name,studio_id,address_full
M0965,36,Region_5,Female,33.52224504,9,1.192307692,4,1,1,169,Community Event,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0966,60,Region_3,Male,33.61806982,61,0.961538462,4,1,1,229,Employer Program,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0967,54,Region_3,Female,62.60095825,45,1.192307692,4,1,1,229,Friend,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0968,59,Region_2,Male,21.68104038,46,1.692307692,4,1,1,169,Online Ad,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0969,0,Region_7,Female,49.93839836,1,0.0,0,1,0,169,Friend,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0970,78,Region_8,Female,47.54277892,46,3.576923077,4,1,1,169,Other,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0971,66,Region_2,Non-binary,35.36208077,16,3.884615385,4,0,1,229,Online Ad,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0972,74,Region_2,Male,21.87816564,32,3.846153846,4,1,1,169,Other,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0973,29,Region_4,Female,48.26283368,6,0.615384615,4,1,1,169,Online Ad,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0974,85,Region_1,Male,30.57631759,49,4.076923077,4,1,1,229,Employer Program,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0975,72,Region_1,Male,50.54072553,40,3.269230769,4,1,1,169,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0976,36,Region_0,Female,62.91581109,9,1.230769231,4,1,1,169,Community Event,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0977,73,Region_6,Male,49.56605065,44,3.115384615,4,1,1,229,Friend,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0978,79,Region_1,Non-binary,55.8275154,31,4.384615385,4,1,1,229,Employer Program,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0979,48,Region_1,Male,59.68514716,1,2.847457627,4,1,1,229,Employer Program,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0980,58,Region_3,Non-binary,57.78507871,1,3.769230769,3,1,1,229,Walk-in,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0981,50,Region_7,Female,59.22792608,7,2.730769231,4,1,1,229,Walk-in,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0982,43,Region_1,Non-binary,31.59479808,1,2.333333333,4,1,1,129,Friend,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0983,84,Region_8,Female,63.36755647,65,3.230769231,4,1,1,169,Partnership,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0984,74,Region_2,Male,61.51129363,32,3.884615385,4,1,1,169,Employer Program,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0985,69,Region_8,Male,38.72142368,33,3.307692308,4,1,1,229,Walk-in,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0986,79,Region_8,Male,60.43258042,42,3.807692308,4,1,1,229,Online Ad,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0987,65,Region_5,Non-binary,49.19370294,20,3.5,4,1,1,169,Partnership,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0988,69,Region_6,Non-binary,60.77207392,15,4.230769231,4,1,1,169,Community Event,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0989,82,Region_1,Female,40.19438741,49,3.769230769,4,1,1,229,Partnership,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0990,51,Region_6,Female,19.60027379,17,2.346153846,4,1,1,169,Walk-in,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0991,81,Region_5,Female,32.29021218,60,3.153846154,4,1,1,229,Social Media,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0992,80,Region_7,Non-binary,21.03216975,37,4.153846154,4,1,1,169,Partnership,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0993,52,Region_4,Non-binary,32.12594114,24,2.0,4,1,1,229,Employer Program,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0994,68,Region_6,Female,44.44353183,14,4.115384615,4,1,1,229,Employer Program,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0995,61,Region_7,Male,58.89938398,64,0.961538462,4,1,1,129,Friend,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0996,45,Region_4,Non-binary,55.1430527,24,1.384615385,4,1,1,229,Walk-in,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0997,52,Region_2,Non-binary,19.44695414,28,1.884615385,4,1,1,229,Social Media,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0998,69,Region_1,Non-binary,30.65023956,55,2.230769231,4,1,1,229,Friend,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0999,73,Region_0,Female,38.51882272,60,2.384615385,4,0,1,229,Online Ad,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1000,56,Region_3,Non-binary,63.94250513,49,1.230769231,4,1,1,229,Community Event,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1001,55,Region_1,Male,56.54483231,47,1.230769231,4,1,1,229,Online Ad,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1002,67,Region_5,Non-binary,31.21149897,38,2.846153846,4,1,1,229,Friend,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1003,52,Region_5,Male,22.74332649,5,3.005649718,4,1,1,229,Online Ad,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1004,52,Region_5,Female,57.46475017,2,3.158536585,4,1,1,169,Community Event,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1005,70,Region_7,Male,42.54620123,24,3.846153846,4,1,1,229,Social Media,1,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M1006,59,Region_2,Male,24.54209446,4,3.733333333,4,1,1,229,Community Event,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1007,73,Region_4,Female,52.46817248,31,3.846153846,4,1,1,129,Online Ad,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1008,50,Region_4,Female,56.75838467,47,0.730769231,4,1,1,229,Online Ad,1,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1009,38,Region_5,Female,33.93566051,2,1.776119403,4,1,1,229,Online Ad,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1010,90,Region_4,Female,34.46680356,60,4.038461538,4,1,1,229,Friend,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1011,49,Region_5,Non-binary,21.16358658,22,1.846153846,4,1,1,129,Employer Program,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1012,56,Region_3,Female,53.08692676,58,0.730769231,4,1,1,229,Employer Program,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1013,40,Region_6,Male,44.18617385,5,1.79375,4,1,1,229,Walk-in,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1014,53,Region_2,Male,39.28542094,33,1.653846154,4,0,1,229,Online Ad,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M1015,58,Region_0,Non-binary,45.89459274,40,1.884615385,4,1,1,169,Walk-in,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M1016,64,Region_7,Non-binary,27.42505133,65,1.230769231,4,0,1,129,Social Media,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1017,72,Region_3,Non-binary,26.99247091,44,3.0,4,1,1,169,Employer Program,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1018,33,Region_1,Non-binary,36.33675565,25,0.076923077,2,1,1,229,Walk-in,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1019,67,Region_0,Female,61.02121834,28,3.346153846,4,1,1,129,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1020,77,Region_0,Female,51.70704997,71,2.230769231,4,1,1,169,Online Ad,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1021,69,Region_7,Non-binary,44.55304586,8,4.5,4,0,1,229,Social Media,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1022,64,Region_5,Female,30.98699521,65,1.230769231,4,1,1,229,Online Ad,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1023,85,Region_8,Non-binary,46.0752909,71,3.038461538,4,1,1,169,Walk-in,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1024,34,Region_3,Non-binary,57.65639973,1,1.428571429,4,1,1,169,Social Media,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1025,52,Region_5,Non-binary,45.77960301,50,0.730769231,4,1,1,169,Friend,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1026,83,Region_4,Male,42.46406571,44,4.153846154,4,1,1,169,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1027,53,Region_5,Female,62.46406571,19,2.423076923,4,0,1,169,Walk-in,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1028,90,Region_5,Male,33.97125257,55,4.346153846,4,1,1,229,Social Media,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1029,53,Region_3,Female,52.47638604,22,2.230769231,4,1,1,169,Online Ad,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M1030,72,Region_8,Female,43.40588638,64,2.0,4,1,1,229,Employer Program,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1031,81,Region_8,Male,34.69404517,41,4.076923077,4,1,1,169,Online Ad,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1032,77,Region_0,Male,61.88637919,34,4.0,4,1,1,129,Friend,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1033,43,Region_6,Male,31.75359343,32,0.769230769,4,1,1,229,Social Media,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1034,43,Region_3,Male,32.36960986,28,0.961538462,4,1,1,229,Community Event,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1035,43,Region_8,Female,31.27173169,3,2.2,4,1,1,229,Online Ad,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1036,81,Region_1,Female,46.93771389,44,3.923076923,4,1,1,169,Employer Program,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1037,35,Region_8,Female,33.79876797,11,0.961538462,4,1,1,169,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1038,82,Region_7,Non-binary,44.39972621,39,4.307692308,4,1,1,129,Partnership,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M1039,78,Region_4,Female,23.69062286,52,3.230769231,4,1,1,129,Online Ad,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1040,46,Region_2,Male,46.13826146,35,0.923076923,4,1,1,169,Friend,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M1041,55,Region_1,Female,55.95619439,52,0.961538462,4,1,1,229,Employer Program,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1042,60,Region_0,Male,55.54004107,62,0.961538462,4,1,1,229,Employer Program,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1043,75,Region_0,Male,63.2936345,40,3.576923077,4,1,1,229,Online Ad,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1044,74,Region_2,Male,49.5742642,30,3.923076923,4,1,1,229,Walk-in,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M1045,37,Region_8,Non-binary,23.30184805,15,0.961538462,4,1,1,229,Social Media,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1046,55,Region_7,Female,23.37029432,10,3.038461538,4,1,1,229,Community Event,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1047,84,Region_4,Non-binary,63.07186858,68,3.076923077,4,1,1,229,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1048,59,Region_1,Non-binary,51.09924709,28,2.576923077,4,0,1,229,Friend,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1049,54,Region_0,Female,21.43189596,50,0.961538462,4,1,1,229,Employer Program,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1050,48,Region_1,Non-binary,26.40657084,43,0.653846154,4,1,1,229,Community Event,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1051,81,Region_1,Non-binary,25.80424367,43,3.961538462,4,1,1,169,Partnership,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1052,40,Region_2,Female,28.0109514,23,0.923076923,4,0,1,229,Social Media,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1053,70,Region_3,Male,26.62286105,45,2.769230769,4,1,1,229,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1054,59,Region_7,Female,21.13894593,60,0.923076923,4,1,1,229,Partnership,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1055,44,Region_8,Female,38.70773443,23,1.307692308,4,0,1,229,Online Ad,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1056,59,Region_8,Male,38.89390828,41,1.884615385,4,1,1,129,Online Ad,1,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M1057,52,Region_8,Female,44.69815195,23,2.115384615,4,1,1,229,Partnership,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1058,66,Region_0,Non-binary,58.97878166,26,3.307692308,4,1,1,129,Friend,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1059,49,Region_4,Male,51.07734428,39,1.038461538,4,1,1,129,Social Media,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1060,56,Region_6,Non-binary,52.03285421,14,2.923076923,4,0,1,169,Community Event,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1061,33,Region_7,Female,30.35181383,8,0.923076923,4,0,1,169,Online Ad,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1062,67,Region_1,Female,61.97946612,22,3.615384615,4,1,1,229,Community Event,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1063,66,Region_6,Male,63.52087611,44,2.423076923,4,1,1,169,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1064,66,Region_1,Non-binary,57.12251882,27,3.269230769,4,1,1,229,Online Ad,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1065,57,Region_5,Female,34.82272416,32,2.153846154,4,1,1,229,Employer Program,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1066,67,Region_4,Female,46.32169747,38,2.884615385,4,1,1,129,Community Event,1,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1067,29,Region_6,Female,59.66872005,4,0.720588235,4,1,1,169,Online Ad,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1068,59,Region_6,Female,26.98425736,35,2.192307692,4,1,1,169,Online Ad,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1069,42,Region_0,Female,25.9137577,12,1.615384615,4,1,1,169,Other,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1070,63,Region_1,Non-binary,43.67967146,30,2.884615385,4,1,1,169,Walk-in,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M1071,55,Region_8,Non-binary,51.87132101,35,1.769230769,4,0,1,169,Online Ad,1,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1072,43,Region_7,Male,47.84668036,30,0.846153846,4,1,1,229,Social Media,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1073,69,Region_5,Female,57.35797399,37,3.076923077,4,1,1,229,Friend,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1074,63,Region_4,Female,51.1211499,48,1.923076923,4,1,1,129,Community Event,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M1075,86,Region_5,Female,48.93634497,37,4.807692308,4,1,1,129,Employer Program,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1076,59,Region_6,Male,50.7652293,30,2.461538462,4,0,1,229,Partnership,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1077,68,Region_0,Female,23.65229295,53,2.192307692,4,1,1,129,Employer Program,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1078,41,Region_2,Male,49.32785763,30,0.653846154,4,1,1,169,Partnership,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1079,92,Region_6,Female,35.71526352,70,3.769230769,4,1,1,169,Social Media,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1080,61,Region_0,Male,34.86652977,1,4.117647059,2,1,1,229,Social Media,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1081,30,Region_6,Female,36.49281314,5,0.835227273,4,1,1,169,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1082,56,Region_5,Non-binary,21.62354552,22,2.576923077,4,1,1,129,Walk-in,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1083,62,Region_6,Non-binary,31.23887748,15,3.538461538,4,1,1,229,Social Media,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1084,46,Region_6,Female,38.15468857,11,2.076923077,4,1,1,229,Partnership,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1085,63,Region_1,Non-binary,29.60438056,28,2.961538462,4,0,1,169,Partnership,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1086,57,Region_0,Female,24.00273785,42,1.692307692,4,1,1,169,Social Media,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1087,69,Region_0,Non-binary,26.54346338,57,2.076923077,4,1,1,129,Friend,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1088,89,Region_4,Non-binary,48.54209446,61,3.923076923,4,1,1,229,Online Ad,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1089,62,Region_2,Non-binary,20.93360712,59,1.307692308,4,1,1,229,Community Event,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1090,61,Region_4,Male,31.36755647,26,2.846153846,4,1,1,169,Employer Program,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1091,46,Region_1,Non-binary,42.33812457,30,1.153846154,4,1,1,169,Employer Program,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1092,47,Region_6,Female,31.70431211,18,1.884615385,4,1,1,229,Friend,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1093,50,Region_6,Non-binary,55.88774812,37,1.153846154,4,1,1,229,Employer Program,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M1094,49,Region_5,Female,48.1889117,1,2.947368421,4,1,1,229,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1095,84,Region_8,Male,27.90691307,65,3.153846154,4,1,1,129,Online Ad,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M1096,57,Region_0,Non-binary,58.02874743,12,3.115384615,4,1,1,229,Partnership,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1097,43,Region_1,Female,33.24298426,28,0.923076923,4,1,1,169,Online Ad,1,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1098,61,Region_2,Male,43.70431211,1,4.083333333,4,1,1,129,Social Media,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1099,49,Region_3,Non-binary,53.0568104,8,2.5,4,1,1,169,Community Event,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M1100,66,Region_4,Non-binary,37.42094456,39,2.692307692,4,1,1,229,Online Ad,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1101,39,Region_0,Female,23.77275838,9,1.5,4,1,1,229,Online Ad,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1102,76,Region_1,Male,59.2991102,40,3.615384615,4,1,1,169,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1103,56,Region_7,Non-binary,28.52566735,26,2.384615385,4,1,1,229,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1104,96,Region_7,Non-binary,36.55030801,66,4.307692308,4,1,1,169,Social Media,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1105,52,Region_8,Female,26.74880219,46,0.961538462,4,1,1,169,Other,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1106,50,Region_7,Non-binary,52.55304586,42,0.961538462,4,1,1,169,Friend,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1107,51,Region_1,Male,57.53593429,42,1.038461538,4,1,1,129,Walk-in,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1108,54,Region_6,Female,59.42778919,6,3.153846154,4,1,1,229,Partnership,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1109,45,Region_2,Male,38.29431896,30,1.038461538,4,1,1,229,Community Event,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1110,52,Region_1,Male,37.5633128,21,2.192307692,4,1,1,169,Community Event,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M1111,85,Region_3,Female,22.69952088,68,3.115384615,4,1,1,129,Walk-in,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1112,83,Region_8,Female,42.41204654,47,4.0,4,0,1,169,Partnership,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1113,80,Region_7,Female,21.27036277,58,3.115384615,4,1,1,169,Online Ad,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1114,84,Region_4,Male,27.54004107,38,4.5,4,1,1,169,Community Event,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M1115,67,Region_2,Non-binary,45.80424367,31,3.192307692,4,1,1,169,Online Ad,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M1116,47,Region_7,Male,26.12457221,37,0.884615385,4,1,1,169,Employer Program,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1117,45,Region_2,Male,53.07597536,13,1.884615385,4,1,1,169,Partnership,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M1118,78,Region_6,Female,46.74880219,31,4.269230769,4,0,1,169,Friend,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1119,66,Region_0,Non-binary,30.20396988,54,1.961538462,4,1,1,229,Social Media,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M1120,63,Region_7,Non-binary,37.35523614,67,1.038461538,4,0,1,229,Social Media,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1121,48,Region_4,Non-binary,19.32648871,17,1.961538462,4,1,1,229,Walk-in,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M1122,53,Region_5,Female,20.23819302,6,3.076923077,4,1,1,229,Friend,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1123,39,Region_7,Male,54.9486653,22,0.846153846,4,1,1,169,Friend,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M1124,67,Region_4,Male,22.72963723,31,3.192307692,4,1,1,169,Employer Program,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
